user_id,total_interactions,avg_plays,std_plays,max_plays,total_plays,unique_songs,plays_per_song,diversity_score,user_type
018d51ee066c8ccecc2a7b5ad084cb07b79572b9,15,1.8666666666666667,2.356349072692956,9,28,15,1.8666666666666667,1.0,regular
018d86529cce994812a1063d3982142e4a23d52e,14,3.0714285714285716,3.3157963590222925,11,43,14,3.0714285714285716,1.0,regular
019d129ad21cc69f2a6e9b0e9eb23d5addf3abda,18,1.7777777777777777,1.437135858965388,6,32,18,1.7777777777777777,1.0,regular
01a1e6955bff88d1116741b1a0e4d071f3e4c3f9,12,1.4166666666666667,0.6685579234215214,3,17,12,1.4166666666666667,1.0,regular
01c8fecb53a040132a5e02b55dd0fd0b2be6409c,28,3.4642857142857144,2.574549839934523,9,97,28,3.4642857142857144,1.0,regular
01e0674a7349fb4c388126dfe11eded6cd8fe6cb,15,1.0,0.0,1,15,15,1.0,1.0,regular
0203bc860e17c46055e13772b4ce44b81b5c2c98,21,3.2857142857142856,5.216731324717204,25,69,21,3.2857142857142856,1.0,regular
02079e9e56602b56f793f7710d61e1ac5900d59d,46,8.456521739130435,6.859564358500166,39,389,46,8.456521739130435,1.0,active
0214bc0208d8a391be5e842adbe902a1c690c3a0,66,2.757575757575758,3.7419065731074586,24,182,66,2.757575757575758,1.0,active
0252af4ecf2fe37944c110ba90dfe3000139ecfa,270,4.637037037037037,4.645191633787381,26,1252,270,4.637037037037037,1.0,active
025ec70afce99fa798a5da713562b5bb14948cf0,80,2.5125,2.769607887066555,17,201,80,2.5125,1.0,active
02694f2aeb6fa6f6140d73211d25f032d17407e6,34,1.7647058823529411,1.2323621941377898,5,60,34,1.7647058823529411,1.0,regular
0269c27419f732f38c67a311bceeaad6ea7e2716,19,2.473684210526316,1.4286131990551603,6,47,19,2.473684210526316,1.0,regular
026dc37dbd0bdf0242fa8819ac7d16040b42bec4,12,5.916666666666667,3.175426480542942,16,71,12,5.916666666666667,1.0,regular
02713400d2841bdf13db1a9d1a652ea50f36dded,13,1.0769230769230769,0.27735009811261463,2,14,13,1.0769230769230769,1.0,regular
0283da60bd402b943f5738a15dcbbb12b9b764d1,36,3.0555555555555554,7.8045570733457446,47,110,36,3.0555555555555554,1.0,active
028abde6e20762c4056a56ecd307777abcd09d2f,15,2.2,1.5212776585113297,5,33,15,2.2,1.0,regular
028ee7e638f7707bf3f400bfd0a4cf218c605c80,67,1.8805970149253732,1.8547432074132255,13,126,67,1.8805970149253732,1.0,active
0299e544e637632ef9b9b82bdf4ab53c6520b65a,98,2.295918367346939,2.516785642967802,16,225,98,2.295918367346939,1.0,active
02b81bf1c87ca51e5c2378562e8f183d7e24ba7c,44,1.2727272727272727,0.9241875467482138,6,56,44,1.2727272727272727,1.0,regular
02d72344a6e9ed3076f9d201c484969bac484696,80,4.05,4.319224027823938,22,324,80,4.05,1.0,active
03029d6cb3655969185412883c28b682f9b9ba29,127,1.5984251968503937,1.1074053940006194,7,203,127,1.5984251968503937,1.0,active
033b1366516100aa3e93ebdaeceba7ad195610ab,72,2.3194444444444446,2.7312814352534693,16,167,72,2.3194444444444446,1.0,active
03631a64c48341aaaaae8405b97882c6fda9622e,22,1.5,1.3363062095621219,7,33,22,1.5,1.0,regular
0406506032c754128bbce6756837262ccd299b1c,32,3.75,9.026841693955973,52,120,32,3.75,1.0,active
0411902fecf4c49aa7b1cd55e0657285813495d3,141,2.950354609929078,2.866870471773189,19,416,141,2.950354609929078,1.0,active
042928f5f7028bc2ea4cd4f8579da21fa48e6387,14,1.0,0.0,1,14,14,1.0,1.0,regular
042f9413eb1072b5442b9b4c8d8f8ddef15e4e88,110,3.1636363636363636,3.255277360263413,20,348,110,3.1636363636363636,1.0,active
043b8edab97cd4982fd58eeda55524f22fd74a8d,20,14.6,22.21995310052372,95,292,20,14.6,1.0,active
04454076a208f3c9d12faf0883ae7791ee46135d,13,2.3076923076923075,3.902661813527945,15,30,13,2.3076923076923075,1.0,regular
0468863b76f7b203069b0cd2d2ef51115ff587a8,202,2.3267326732673266,2.204061880699365,15,470,202,2.3267326732673266,1.0,active
0471bfc42f211b6353df0e3ba2dddaf1029f333b,19,1.894736842105263,1.6962290477574484,8,36,19,1.894736842105263,1.0,regular
047cc822196c31b0c40b277009bfcdea4c53b4fc,39,6.794871794871795,9.46511458261749,42,265,39,6.794871794871795,1.0,active
0487250c5942e053b281c8eee8ce97756bf876bd,11,2.0,2.0976176963403033,8,22,11,2.0,1.0,regular
049fa037aa80c1db650b40c2f38c51bab3d811e7,36,2.6666666666666665,1.7237832147426695,6,96,36,2.6666666666666665,1.0,regular
04a30ecb29744eafa5e84fa6f286e7c08a5c2e84,28,1.8214285714285714,1.2781227967601092,5,51,28,1.8214285714285714,1.0,regular
04a61a1bc16afb56728cb84628048287435574c7,96,1.7291666666666667,1.1190142905504559,6,166,96,1.7291666666666667,1.0,active
04cf724a54da4352186fee1bb204b500f90d2f4e,37,1.8918918918918919,2.051879677322774,13,70,37,1.8918918918918919,1.0,regular
04f7c1239cc79ddb5c254d0551a8a0095082d118,23,2.739130434782609,2.544466211289758,10,63,23,2.739130434782609,1.0,regular
04f8117d3189c9f3947ac19a07067bf314d6f077,10,2.4,2.6331223544175333,9,24,10,2.4,1.0,regular
051fa7a6e3b23dd662566070b6635bfa479541c0,13,1.2307692307692308,0.43852900965351455,2,16,13,1.2307692307692308,1.0,regular
05493cc9ba677e371303652fbb611c02594e97e3,26,4.3076923076923075,5.089355407272954,19,112,26,4.3076923076923075,1.0,active
054bdbd1280826addbadf7a8a7a37e2f752fe56a,10,1.5,1.5811388300841898,6,15,10,1.5,1.0,regular
05dc30c69a80046e9e09c2a1aeb5829ecdd62c4c,60,3.466666666666667,4.2524834884111,22,208,60,3.466666666666667,1.0,active
05f0905de82cc49cd6b9ffbeab9c42458847fa98,114,2.175438596491228,2.4539857917493633,19,248,114,2.175438596491228,1.0,active
0640d5a943e3dcdee3c4224f2a8a50b27dcd359f,77,3.0259740259740258,2.748080794290454,18,233,77,3.0259740259740258,1.0,active
06a3981929f72c4e3f34a5ed4f00053666476784,73,3.0136986301369864,2.736041091131346,18,220,73,3.0136986301369864,1.0,active
06b86d6081eff0f1f045224a473440e08a92e71c,28,7.821428571428571,18.889647510442938,103,219,28,7.821428571428571,1.0,active
06bb6a54f25bb13f67e89a6dc663f79e3e0bd940,16,1.375,0.6191391873668904,3,22,16,1.375,1.0,regular
06d19229d61228899e3e4dcccab822f7513e99ee,47,1.0851063829787233,0.2820566728469694,2,51,47,1.0851063829787233,1.0,regular
071b6aa661535da6e465d506d7d6106e3a07d10b,59,3.847457627118644,6.036708281271639,36,227,59,3.847457627118644,1.0,active
072fed59081bcbe533fb91deac0762f0a23a929c,74,1.6216216216216217,1.1311613949582568,7,120,74,1.6216216216216217,1.0,active
075886707f6adf15328cceaad51b513ce37f5160,94,2.1382978723404253,2.0509691589497794,16,201,94,2.1382978723404253,1.0,active
0773b729fa39cc5c773f109797fd1be8b30d74ab,16,2.625,2.4186773244895647,8,42,16,2.625,1.0,regular
0784ce4664cb669f6a7ba8358da4b8d342b3896c,18,5.444444444444445,4.2870835036561,11,98,18,5.444444444444445,1.0,regular
07b1f6752a97ffdcf232b52687ee9ee849c506ff,72,1.6944444444444444,1.7331798415246162,10,122,72,1.6944444444444444,1.0,active
07bdff60edc1f70c8011ef2ef3ac9e57557cbfa4,26,5.076923076923077,6.059195173770701,24,132,26,5.076923076923077,1.0,active
07e1cfb0be07aa4f20c1dd680c87112a2f226bb8,73,1.4383561643835616,1.2470665732236395,6,105,73,1.4383561643835616,1.0,active
07e897770a17eda1ebdc260c48f45514eda7f23a,28,1.6428571428571428,1.0615950861718073,5,46,28,1.6428571428571428,1.0,regular
07f8036cfe8763ec495aa931afd9f54acd977a1e,15,4.8,6.326813686886269,23,72,15,4.8,1.0,regular
07fa40fb840d71c89f7199366d9b9ad26f2bd8e0,48,2.3125,2.223245184170241,10,111,48,2.3125,1.0,active
07fbdd668ccfd435a8e7c30e7300f242cf7976d9,52,2.230769230769231,2.101496988520369,11,116,52,2.230769230769231,1.0,active
080408c229a522b5f0ead91d1fd1b8a9ec07111d,140,3.085714285714286,3.033353474139641,15,432,140,3.085714285714286,1.0,active
0818502c0480ee255dc5c76fdcfefba27203a1fd,64,1.765625,2.9853727400151215,18,113,64,1.765625,1.0,active
081910b966d05222863ccd6e366e36251a16772d,11,17.181818181818183,16.47918797646402,42,189,11,17.181818181818183,1.0,active
0822c26eb3120a00800db8a4922577c203072876,15,1.3333333333333333,0.8997354108424372,4,20,15,1.3333333333333333,1.0,regular
0836b1a1c3d6b88edc4bc3c2fe88a6927cb4ad35,82,3.451219512195122,5.848187308108872,38,283,82,3.451219512195122,1.0,active
0844227ba38a785f0d5d70da6c2b93443654fd05,166,2.3132530120481927,2.635090526158727,20,384,166,2.3132530120481927,1.0,active
0850d557c95ac046e981e7eb221ed32c569a9124,36,4.527777777777778,8.722667059731252,48,163,36,4.527777777777778,1.0,active
087afc1303a7b7bfd17de7c6505801f790de8bdc,89,1.3146067415730338,0.6500962449370918,4,117,89,1.3146067415730338,1.0,active
08870360eaaaa42eaae283c96b4ab2068ec24d33,126,5.634920634920635,12.59879560885289,110,710,126,5.634920634920635,1.0,active
088b43d6fec3c290b63c9f6a6c26a939072766eb,12,1.0833333333333333,0.2886751345948129,2,13,12,1.0833333333333333,1.0,regular
08914a9c7cbcf82af82f7cd9739ecdd16ed1a435,68,3.573529411764706,4.323887749211206,25,243,68,3.573529411764706,1.0,active
089fbbd08d350b119f662feb4221b6265c072658,14,3.0714285714285716,4.251050290390432,15,43,14,3.0714285714285716,1.0,regular
08abb907d35468332a9d8f3acd96b22cd3b5f477,12,3.0,2.088931871468374,5,36,12,3.0,1.0,regular
08b51221dfcd46346bb8229c08e165f758f84bdd,31,7.580645161290323,10.171116600611056,34,235,31,7.580645161290323,1.0,active
08bd00c07e4436dd8dc50618f56d6713e9e1428a,76,5.381578947368421,6.170828372837599,29,409,76,5.381578947368421,1.0,active
08bd71a1eeaf1488a2cd3e1998943a135e01a3f1,21,3.2857142857142856,3.7568984168174833,15,69,21,3.2857142857142856,1.0,regular
08d7f56222d7b2cb815e15eec112abc2d311ceef,22,2.4545454545454546,1.6826077472687537,7,54,22,2.4545454545454546,1.0,regular
0918d1601b11c31f42e5a698b17a8a046575d67b,27,2.6666666666666665,2.3533936216582085,10,72,27,2.6666666666666665,1.0,regular
092396eee68643d993a36afc219034537449c996,10,1.3,0.48304589153964794,2,13,10,1.3,1.0,regular
0969f14988b187e215d8780921525e2332a8d29f,26,1.0,0.0,1,26,26,1.0,1.0,regular
097290a0be521320d6eac239bd3253ae7a4c8148,159,1.9119496855345912,1.6740145326968576,13,304,159,1.9119496855345912,1.0,active
0980b7a0b2d351773de1385c3ec33f312c0057e2,18,3.7222222222222223,2.346600934908281,8,67,18,3.7222222222222223,1.0,regular
0995b3b94715815653dfb1f4bdcd7a24ccf0fdff,10,1.3,0.4830458915396479,2,13,10,1.3,1.0,regular
09a15d9611548d9767734075eac95fe1e0e079ef,18,1.3333333333333333,0.5940885257860047,3,24,18,1.3333333333333333,1.0,regular
09e6a97ec20c0f1c2b95a7f3359e1642b26384e3,26,1.1538461538461537,0.36794648440311983,2,30,26,1.1538461538461537,1.0,regular
0a033843097e74522fd26a72854e5fbdf16bf554,10,2.5,1.2692955176439846,4,25,10,2.5,1.0,regular
0a0cbc05e447e953887dfc32e756578bfdee70d5,95,1.6842105263157894,1.306800200381759,7,160,95,1.6842105263157894,1.0,active
0a157955bbdb366a663b29b28cb7a36efa280aeb,27,3.888888888888889,3.533720346487465,12,105,27,3.888888888888889,1.0,active
0a2a8ba96a99c95f59f91a22c8721da2df83bd34,16,1.0,0.0,1,16,16,1.0,1.0,regular
0a2e367beb322400869fa0a1e451b01df1fb1736,12,10.666666666666666,6.429100507328637,20,128,12,10.666666666666666,1.0,active
0a5a4e991eb0f94875160c0b73d4af0525375398,23,2.8260869565217392,0.8340576562282991,4,65,23,2.8260869565217392,1.0,regular
0a5b3589443e26a5cbfbc745ba8cb5a809cd8218,55,4.163636363636364,6.057635635703876,27,229,55,4.163636363636364,1.0,active
0a5bda5c6667c25a3df801333c3a41834ffb90dd,88,2.590909090909091,2.2161184023534792,12,228,88,2.590909090909091,1.0,active
0a8c1a2cce139a01ba7ca1278f4fb7d6ec2b17d8,24,4.083333333333333,5.9044321353183244,29,98,24,4.083333333333333,1.0,regular
0ad15567d48a4611835294ca7ecf332f6ec25d35,38,4.342105263157895,5.399080581335617,21,165,38,4.342105263157895,1.0,active
0add9cb574bd6483e14cbdfc4747ed839bfdaa82,19,2.6315789473684212,1.8015587792486039,6,50,19,2.6315789473684212,1.0,regular
0add9f6bdc3ce59b37592bbdde76ebca4e313d91,10,1.7,0.9486832980505137,3,17,10,1.7,1.0,regular
0ae140f7fa1575b1bb9d28aa05efb686fc1d2a8d,26,1.6923076923076923,1.4076712903012767,6,44,26,1.6923076923076923,1.0,regular
0ae5a2742dce85aa25fc3d50d1f21af74112f216,11,6.090909090909091,6.685125959240341,19,67,11,6.090909090909091,1.0,regular
0ae8fcb5b3e9835594251e52b2e07a0cfa8247ba,10,1.9,2.2335820757001272,8,19,10,1.9,1.0,regular
0b04fb184560977eed265fe52b2d8694083c76fb,81,1.4197530864197532,0.9983010258792709,7,115,81,1.4197530864197532,1.0,active
0b106aa927c14ce6938f43915abdc691f0224819,19,6.842105263157895,4.913283105744363,16,130,19,6.842105263157895,1.0,active
0b18dfd53dac8a74d011d661ecccf07820844b77,20,2.95,3.18673236370655,15,59,20,2.95,1.0,regular
0b2b78a2bb3e2ed84dea1a7bea75a18ecb86514b,11,1.0909090909090908,0.30151134457776363,2,12,11,1.0909090909090908,1.0,regular
0b4abb4f315404fbef05fd0eaca0c7014ee21f95,10,1.5,1.2692955176439846,5,15,10,1.5,1.0,regular
0b5f8925a3daf3bc330ce04020934125a2b23f23,26,2.1538461538461537,2.3612252360553443,9,56,26,2.1538461538461537,1.0,regular
0b84e71134d9174ff44ec4f4b015ce76f74fa2d1,50,1.9,1.5152288168283161,7,95,50,1.9,1.0,regular
0b94f22c0f448e40a83fd492f1468f7781584600,39,7.461538461538462,7.769190684147203,34,291,39,7.461538461538462,1.0,active
0ba63f66f9841be7b97f0a1417d7314e107b4289,39,3.2564102564102564,3.298468135026739,13,127,39,3.2564102564102564,1.0,active
0bac31bb00006b63cab862efe85c3e92ce604147,10,1.1,0.31622776601683794,2,11,10,1.1,1.0,regular
0bc24f84e966f22e8cbe7998d7e328b68b7315f9,11,1.3636363636363635,0.6741998624632421,3,15,11,1.3636363636363635,1.0,regular
0bc403ef4e434b15a0e67dba27eaf747d74d6a50,18,2.7777777777777777,3.873827041533013,16,50,18,2.7777777777777777,1.0,regular
0bc6448c0d15537c0d1d51ef97170b6832a61b5a,18,1.5555555555555556,0.7838233761296739,3,28,18,1.5555555555555556,1.0,regular
0bcd9770ed657e9113c0ae1ebbb4c7f22496bd4b,131,2.2748091603053435,4.032661719041549,35,298,131,2.2748091603053435,1.0,active
0c0d943e56250bba99c809250eff4187e5ca5203,24,6.0,12.61124412026306,52,144,24,6.0,1.0,active
0c3867b8694b9f22c1762986305a735ebdeb0bde,96,1.5416666666666667,1.0752396713650372,5,148,96,1.5416666666666667,1.0,active
0c6c81051e8b84046298bab9bfe94593f0fe988c,13,1.7692307692307692,2.4884347876341244,10,23,13,1.7692307692307692,1.0,regular
0c6e04248cd7cbab05d7f4e13936fb718142f500,20,1.4,0.5982430416161189,3,28,20,1.4,1.0,regular
0c7ca6d52dc7e1c53ab95ae4bba33b0a58c465a6,70,1.1857142857142857,0.518997281354951,4,83,70,1.1857142857142857,1.0,regular
0c90329476cb75d5508be33e726d8ff6ade5cbd9,12,2.5,3.089571903266623,11,30,12,2.5,1.0,regular
0caffe2a37374bbfa5d8f3eee6c214863082a3af,126,1.2857142857142858,0.563661499230066,3,162,126,1.2857142857142858,1.0,active
0cc3903c47abd69332421f79332ac124c17d9f42,29,1.8275862068965518,3.3918912288536585,19,53,29,1.8275862068965518,1.0,regular
0cdbe196bb0d422bf22e6cfb243074cffb37dc5a,11,2.909090909090909,2.91391645228704,10,32,11,2.909090909090909,1.0,regular
0ce46ffc1a5d9df10417a5c1721d2c1dc45d5207,26,1.1153846153846154,0.4314554973040048,3,29,26,1.1153846153846154,1.0,regular
0cfac12c1703ad57cd6f649c02ad0129546900e6,28,1.2142857142857142,0.4178554470186724,2,34,28,1.2142857142857142,1.0,regular
0d0be0e54aac1c640b046ffb372eb17313d41fd4,16,1.0625,0.24999999999999997,2,17,16,1.0625,1.0,regular
0d1269b2fa5e8936445d217dce964b14c45bfbf6,15,8.0,8.132825901423018,26,120,15,8.0,1.0,active
0d1383243a4a59a0a8bba5d16f00a1ee2a498835,25,3.24,3.9187583067429235,14,81,25,3.24,1.0,regular
0d59703ce03b10c7fe9b3f279b2b2fbfaa7906a8,17,3.5294117647058822,3.144790276370261,10,60,17,3.5294117647058822,1.0,regular
0d6387563961c77f2fa87b03fc182bc3c99f60ba,37,4.297297297297297,2.2591156684870306,11,159,37,4.297297297297297,1.0,active
0d762d4a55ebb64f3277d1a8a549521051e03394,13,3.230769230769231,7.166517589385682,27,42,13,3.230769230769231,1.0,regular
0d77cb100c6a9ad5534985b676d8554b32eded62,12,1.1666666666666667,0.5773502691896257,3,14,12,1.1666666666666667,1.0,regular
0dc895355ad1e12b81faac2f8f0dbbba126f8b19,39,2.282051282051282,3.178453099003366,17,89,39,2.282051282051282,1.0,regular
0dce22dd8d7cb992cffb5854b417be854693861c,43,2.302325581395349,3.3914099029117835,19,99,43,2.302325581395349,1.0,regular
0dd56ea44fa9b2195f2a8084cf096d3ba3765692,12,1.3333333333333333,0.4923659639173309,2,16,12,1.3333333333333333,1.0,regular
0dd72baf0eae126d3b87da88009b2db5b2871015,63,7.5396825396825395,10.461643300302047,52,475,63,7.5396825396825395,1.0,active
0deb324ff0b6f8332ac24ec9ab703d170ab3595b,136,2.5661764705882355,2.7181208265797734,21,349,136,2.5661764705882355,1.0,active
0e05552a8426637e00cdb49f392739785791a9cd,490,1.8265306122448979,2.1327397733382205,20,895,490,1.8265306122448979,1.0,active
0e31903b8d5dacbdb2a88c7935905b7a925229aa,15,1.9333333333333333,1.2798809468443688,5,29,15,1.9333333333333333,1.0,regular
0e32b7fb7e75198d64ce39d1c2d7dae162d079fa,72,1.8472222222222223,1.1216150606549242,5,133,72,1.8472222222222223,1.0,active
0e378720ea37a11f52e5ea8fe50ab88209439187,28,1.2142857142857142,0.4178554470186724,2,34,28,1.2142857142857142,1.0,regular
0e72498dc21436a9a3f00b7b0289db94094804e0,21,1.4285714285714286,0.9783367810436532,5,30,21,1.4285714285714286,1.0,regular
0e7f4fe20680dae3f7e48adb54e9f80bcd9f8313,24,3.5,5.217028972925857,26,84,24,3.5,1.0,regular
0e98f1d6bdceb328f29fef5d4d8c92dc14f4bfea,19,5.0,0.0,5,95,19,5.0,1.0,regular
0eeb0f86405db924a4860b9e564ea022eb9a4152,60,1.2,0.4434074531303297,3,72,60,1.2,1.0,regular
0ef1385c9da5956c2e4eb21ab92f303f63ba40b5,52,1.1346153846153846,0.4862358886039942,4,59,52,1.1346153846153846,1.0,regular
0f1182f22092d59f64e1b63c045df4c37fddf1c1,32,3.84375,2.908379162839452,15,123,32,3.84375,1.0,active
0f1efbe8871dbfde19c0ea06c29a49959eb008ee,128,2.046875,1.5155850459463047,8,262,128,2.046875,1.0,active
0f255987392875b03c762e1456ecada2f5fb613d,27,1.037037037037037,0.19245008972987526,2,28,27,1.037037037037037,1.0,regular
0f47cf6aebe703696e6c5095f07cd7e69c1e7238,113,1.6991150442477876,1.0254350623046748,5,192,113,1.6991150442477876,1.0,active
0f8bf6e9a86fb0d24ecc8a59e308936547e55772,16,3.1875,2.372586492979058,10,51,16,3.1875,1.0,regular
0fa1bba85d995ee48793febf9d064871f6386e5e,74,2.3378378378378377,2.8730062868062323,23,173,74,2.3378378378378377,1.0,active
0fa66e43cee81698e5f2ee585c3b03686cb86d04,25,1.6,1.2583057392117913,5,40,25,1.6,1.0,regular
0faa2efd1f3bf0948f9e7aae2636ab33a9a75370,177,3.774011299435028,5.586591319226189,36,668,177,3.774011299435028,1.0,active
0fb94a23686d0135046f888ff165b18ba8e465c9,136,1.9558823529411764,1.8653473395504003,10,266,136,1.9558823529411764,1.0,active
0fbf15ffe0e6ed6e11cb7c75e65cd818010b4069,159,1.949685534591195,1.8785893648563678,11,310,159,1.949685534591195,1.0,active
0ff32db1b4ef5a06d940c3cfff5c5d8d99b9f0cc,73,2.287671232876712,2.6166106790973918,13,167,73,2.287671232876712,1.0,active
0ffdcec8e6aaa787f2d49a70382b879032e774b7,13,1.3846153846153846,0.5063696835418333,2,18,13,1.3846153846153846,1.0,regular
100018d63f18d60d5c0e4a570a33c4a9163ed567,88,2.5113636363636362,2.621723212293944,12,221,88,2.5113636363636362,1.0,active
10178c31ff0be11232384d440b7b96ec05cd81af,31,1.3548387096774193,0.7978465640616285,4,42,31,1.3548387096774193,1.0,regular
1017ab81668fe0c9e8c4c3208630bebe08124dba,13,5.461538461538462,5.125351770291554,14,71,13,5.461538461538462,1.0,regular
1038a4158ac21acfe9284736811c60fde3496e4e,40,3.0,3.186510027262766,15,120,40,3.0,1.0,active
1052197b64d18b2d599798c7ec6c3852966d494f,21,1.0476190476190477,0.21821789023599236,2,22,21,1.0476190476190477,1.0,regular
10572560aba3721785eb19887b26a34ab037b020,15,2.8,3.166791977470486,10,42,15,2.8,1.0,regular
105ca19692a422a243003c9e467b6c5c3874ef5b,32,1.0,0.0,1,32,32,1.0,1.0,regular
1063cd82470d93edb501b88b3b02f0e9fdabd8da,14,2.642857142857143,2.468482650011256,10,37,14,2.642857142857143,1.0,regular
106c60d4360c8bff6fa037e84976f4e8fdf0a881,10,2.7,2.2135943621178655,8,27,10,2.7,1.0,regular
108155763775bc913fc65ecc10a429fd96c0ca83,42,5.619047619047619,4.477327060583493,19,236,42,5.619047619047619,1.0,active
10982fdd81112f22ced3d9b4e4ce66783a973fdd,23,12.73913043478261,36.172839372938306,175,293,23,12.73913043478261,1.0,active
10bb537ee279767b110365a27588959142be348d,62,2.1774193548387095,3.133762173848264,21,135,62,2.1774193548387095,1.0,active
10c71fd0203ee8a630de0385386009467fe1dcd8,179,1.1955307262569832,0.6710566235632586,6,214,179,1.1955307262569832,1.0,active
10c7ba1ca253892c6ce176642f00404419fdc166,47,2.872340425531915,4.067992888693474,27,135,47,2.872340425531915,1.0,active
10e3c7cf186b2eb6dca3897dbe40ec13ebae2213,65,1.1076923076923078,0.3589514644713876,3,72,65,1.1076923076923078,1.0,regular
10ec457c6364485a4028e330541aa882d3d9a0f2,141,1.9858156028368794,2.81573592411047,23,280,141,1.9858156028368794,1.0,active
10f109287f39570be67bca3307a90f64a6671929,45,1.3777777777777778,0.9117637475317447,6,62,45,1.3777777777777778,1.0,regular
111ce569405c3fca303ff5e6206176b89d5ed886,26,5.230769230769231,5.0462476539123,24,136,26,5.230769230769231,1.0,active
11579cae84cc8d30ae78f5076e2a948280c904df,55,1.9272727272727272,3.0602259990045124,23,106,55,1.9272727272727272,1.0,active
1158667325502b431641f307752006fce39e9cb1,29,1.0,0.0,1,29,29,1.0,1.0,regular
115d947a76563a6d200d3297f5e45e0f3e6bcdc6,37,3.081081081081081,10.366555139749437,64,114,37,3.081081081081081,1.0,active
11605885db1a6493568b55a897d6ebb3e5dc184f,17,1.2352941176470589,0.7524469885568253,4,21,17,1.2352941176470589,1.0,regular
1168fa1ec7d9c5bd32ee9cd4e6995e6f8ebeb03e,39,1.641025641025641,1.1118306262333753,5,64,39,1.641025641025641,1.0,regular
118b95528ec25a3f6590dce990f866064a9cc1bc,10,1.2,0.4216370213557839,2,12,10,1.2,1.0,regular
1194a2c34dc4df00b72928fc37a7cb360d603df1,25,7.16,11.006361796706484,48,179,25,7.16,1.0,active
1195e439e05a916494c1c77d88afb793f6253d06,71,1.4507042253521127,1.011204831509228,7,103,71,1.4507042253521127,1.0,active
11ce8a85196c21c96edf2ac5dd3f6a7a090bae92,12,2.0,1.3483997249264843,5,24,12,2.0,1.0,regular
