song_id,title,artist_name,album_name,duration,year,tempo,loudness,key,mode
S000071,Song Title 71,Artist 71,Album 71,179.61470446025172,2002,97.47261432585552,-19.326616435722546,11,0
S000072,Song Title 72,Artist 72,Album 72,121.65663513708071,1999,87.62954021134439,-15.707438534823943,6,0
S000073,Song Title 73,Artist 73,Album 73,364.63842853645025,1985,84.74233974221117,-11.677571438578154,0,1
S000074,Song Title 74,Artist 74,Album 74,332.05720315428516,2014,136.5552951979164,-4.80777142600407,0,0
S000075,Song Title 75,Artist 75,Album 75,338.7021504122962,1982,90.82606171748577,-16.24314294924452,6,1
S000076,Song Title 76,Artist 76,Album 76,351.38110400578375,2003,135.8418583224502,-5.604170932906278,9,1
S000077,Song Title 77,Artist 77,Album 77,142.2133955202271,1998,67.01455369302647,-2.6613306329623256,8,0
S000078,Song Title 78,Artist 78,Album 78,227.53971856328178,1974,77.01292722325222,-10.921063037832859,6,0
S000079,Song Title 79,Artist 79,Album 79,154.7607178575389,2015,92.94483048001504,-3.5713601671481356,9,0
S000080,Song Title 80,Artist 80,Album 80,378.93102776267807,2008,131.64563002748298,-8.906853039298088,4,0
S000081,Song Title 81,Artist 81,Album 81,306.9894380482674,1963,141.1009494104851,-7.2581832583819015,7,1
S000082,Song Title 82,Artist 82,Album 82,219.26940745579475,1988,113.12603601354326,-9.474430793235946,1,1
S000083,Song Title 83,Artist 83,Album 83,139.06750508580708,1981,113.49490974926748,-10.736545664973164,8,0
S000084,Song Title 84,Artist 84,Album 84,213.29469651469867,1984,146.94202216783418,-15.306931164483013,5,1
S000085,Song Title 85,Artist 85,Album 85,217.5549966080241,1972,61.89853101186989,-13.936118810779078,8,1
S000086,Song Title 86,Artist 86,Album 86,338.8818535014192,1977,100.93080293690647,-14.20059762112782,1,1
S000087,Song Title 87,Artist 87,Album 87,311.2672414065639,1992,158.24484685430792,-8.734221380923707,2,0
S000088,Song Title 88,Artist 88,Album 88,386.16382277289796,1975,132.38632922560467,-17.6009261395222,11,1
S000089,Song Title 89,Artist 89,Album 89,261.6644775485848,2004,100.46725593065045,-1.6641661859532988,7,0
S000090,Song Title 90,Artist 90,Album 90,155.87827378149052,2001,168.66297507956085,-5.5868970943377345,0,0
S000091,Song Title 91,Artist 91,Album 91,333.9734361668985,2003,152.7147272939259,-11.971087381736128,9,1
S000092,Song Title 92,Artist 92,Album 92,348.23551458506927,2021,91.787453668408,-16.827517109472442,6,1
S000093,Song Title 93,Artist 93,Album 93,288.38315927084886,1961,137.43478050308602,-2.3601566055672833,6,0
S000094,Song Title 94,Artist 94,Album 94,351.2901539863683,2014,131.4900873826748,-3.5244381979766963,0,1
S000095,Song Title 95,Artist 95,Album 95,268.13867890931726,1994,108.14254968467793,-5.565568945656414,8,1
S000096,Song Title 96,Artist 96,Album 96,276.81984881459823,2001,104.03472950457608,-14.569059051775152,7,0
S000097,Song Title 97,Artist 97,Album 97,248.2623055075649,1993,101.22725697308448,-11.951067251326622,3,0
S000098,Song Title 98,Artist 98,Album 98,127.62573802322856,1989,134.0586940074776,-17.945034950951534,9,0
S000099,Song Title 99,Artist 99,Album 99,152.36742809799134,2018,113.08919237768035,-16.219209505449367,10,0
S000100,Song Title 100,Artist 0,Album 100,129.42875570602027,2014,159.82357359017064,-4.339667253665343,4,1
S000101,Song Title 101,Artist 1,Album 101,310.92312337913415,1972,140.35231393607543,-5.699225622986324,1,1
S000102,Song Title 102,Artist 2,Album 102,214.30679432289799,1972,68.39179268513209,-8.130284740481306,8,0
S000103,Song Title 103,Artist 3,Album 103,272.5712073494108,1977,136.82018685937993,-2.085465481476543,11,0
S000104,Song Title 104,Artist 4,Album 104,392.2699421778279,1991,92.53769238002218,-8.334669643739092,11,0
S000105,Song Title 105,Artist 5,Album 105,194.78766874466248,1991,131.13743899841072,-10.660640000727785,5,1
S000106,Song Title 106,Artist 6,Album 106,243.1148769106889,1994,141.61583173241416,-13.192585073884747,2,0
S000107,Song Title 107,Artist 7,Album 107,346.6653415629146,2018,87.69950269848145,-1.1910298852765493,11,1
S000108,Song Title 108,Artist 8,Album 108,188.63944964748674,1998,114.82303738564424,-18.34569076951293,6,0
S000109,Song Title 109,Artist 9,Album 109,143.09397294863788,2005,82.83898353828813,-1.3822525587838328,8,0
S000110,Song Title 110,Artist 10,Album 110,206.92543587413041,2011,66.28066509438099,-3.465706801379632,2,0
S000111,Song Title 111,Artist 11,Album 111,168.36638617620133,1988,105.41717081830429,-17.401401509285975,1,1
S000112,Song Title 112,Artist 12,Album 112,398.90929570277194,2021,103.55331262151904,-8.700312846494928,6,1
S000113,Song Title 113,Artist 13,Album 113,362.4361138693251,2008,179.45765888451086,-2.6690403650182617,6,1
S000114,Song Title 114,Artist 14,Album 114,310.021126953127,1988,113.56228214371706,-8.563816727856926,3,0
S000115,Song Title 115,Artist 15,Album 115,381.43817705631534,2021,100.02834593666405,-1.8560035687875533,10,1
S000116,Song Title 116,Artist 16,Album 116,361.10162306973433,2012,129.65700080600095,-1.1403236636791512,8,1
S000117,Song Title 117,Artist 17,Album 117,175.97101766581073,2003,70.65208729293221,-11.552309556313883,7,0
S000118,Song Title 118,Artist 18,Album 118,387.76769954699336,2016,175.3998883145776,-12.453726771873528,0,0
S000119,Song Title 119,Artist 19,Album 119,281.8026725746952,1975,136.19520547092398,-1.2735769206168648,0,1
S000120,Song Title 120,Artist 20,Album 120,362.23204654921875,2015,150.58053839290173,-6.497198777006638,4,1
S000121,Song Title 121,Artist 21,Album 121,388.82738997704797,2003,80.45735258087011,-17.679546373036615,5,1
S000122,Song Title 122,Artist 22,Album 122,215.40104249155917,2006,109.13734236062447,-19.154165015546376,2,1
S000123,Song Title 123,Artist 23,Album 123,153.01557735830303,2016,110.72269360754274,-8.707418980054737,8,0
S000124,Song Title 124,Artist 24,Album 124,188.38054876258252,1969,158.61677326813043,-1.3965806912315095,11,0
S000125,Song Title 125,Artist 25,Album 125,248.1323365878769,1989,60.148401571129135,-3.1150259518836307,9,0
S000126,Song Title 126,Artist 26,Album 126,365.404429776748,1984,96.1023730023906,-6.4830450707132705,5,1
S000127,Song Title 127,Artist 27,Album 127,378.21917497690305,2022,177.74836492131647,-17.21768302217825,3,1
S000128,Song Title 128,Artist 28,Album 128,122.08563915935721,1998,116.98638522074623,-14.915372325026087,11,0
S000129,Song Title 129,Artist 29,Album 129,273.2241907732697,1979,105.903153629281,-2.489775468947677,6,0
S000130,Song Title 130,Artist 30,Album 130,245.2233009446337,1964,74.37948024211757,-16.34385526686199,7,1
S000131,Song Title 131,Artist 31,Album 131,186.63234314121908,1960,176.89975543536187,-14.43121183499131,8,1
S000132,Song Title 132,Artist 32,Album 132,155.95961020010483,1989,62.403162711098936,-17.40798697609116,10,0
S000133,Song Title 133,Artist 33,Album 133,221.2845514210884,2008,148.46162700086916,-6.477835371711777,5,0
S000134,Song Title 134,Artist 34,Album 134,402.87291117375577,1962,152.231976574621,-1.1203538927358068,5,0
S000135,Song Title 135,Artist 35,Album 135,216.96087960622657,2004,89.238805927664,-14.62063936809228,7,1
S000136,Song Title 136,Artist 36,Album 136,275.63718652300986,1973,140.58701323356448,-10.491867842998525,11,1
S000137,Song Title 137,Artist 37,Album 137,330.90568766855336,2015,71.15149732552679,-7.313205205775915,4,1
S000138,Song Title 138,Artist 38,Album 138,229.0888807137882,1989,90.84567197184958,-0.010675035687384593,2,1
S000139,Song Title 139,Artist 39,Album 139,411.5346248162882,2009,154.54823859507178,-17.903838700048556,11,1
S000140,Song Title 140,Artist 40,Album 140,408.7341884826334,1963,163.76234304402482,-10.028584009885817,2,1
S000141,Song Title 141,Artist 41,Album 141,195.53468874760927,1977,133.01836951917494,-12.297597601949999,5,0
S000142,Song Title 142,Artist 42,Album 142,269.1745517677156,2021,120.8206118184579,-2.6835966955528967,1,0
S000143,Song Title 143,Artist 43,Album 143,210.26349294503092,1996,79.11648247427763,-10.480645379766882,5,1
S000144,Song Title 144,Artist 44,Album 144,205.4521483132403,1984,67.57308396949801,-17.78044950829704,5,0
S000145,Song Title 145,Artist 45,Album 145,131.06608420635985,2007,74.11788341682703,-7.311517094268327,7,1
S000146,Song Title 146,Artist 46,Album 146,302.869300193969,1960,87.28287601153185,-4.584387634722404,6,0
S000147,Song Title 147,Artist 47,Album 147,270.80370696865845,2012,101.00094022763051,-19.94237496668771,7,1
S000148,Song Title 148,Artist 48,Album 148,135.4436253749968,2005,105.70914306131846,-2.8208662915874108,8,0
S000149,Song Title 149,Artist 49,Album 149,203.5939392709834,1974,101.55861223068042,-16.279539999886687,5,0
S000150,Song Title 150,Artist 50,Album 150,392.4797657899961,1968,88.68663986367187,-8.958612706932442,2,1
S000151,Song Title 151,Artist 51,Album 151,191.86856720009172,1974,121.16690961020377,-11.684049986250997,9,1
S000152,Song Title 152,Artist 52,Album 152,163.46846162736693,2008,159.0343329879476,-5.606923667789392,2,0
S000153,Song Title 153,Artist 53,Album 153,266.8358280832689,2016,93.5644246165775,-12.576767704285164,10,0
S000154,Song Title 154,Artist 54,Album 154,415.6951362331802,1983,173.08644229226798,-2.604736466365786,11,1
S000155,Song Title 155,Artist 55,Album 155,192.61658145345012,1963,164.80039940686174,-5.390072780824195,0,0
S000156,Song Title 156,Artist 56,Album 156,321.6406642217636,1971,79.41170536225314,-7.04573657874157,10,1
S000157,Song Title 157,Artist 57,Album 157,348.48588459861526,2018,154.35311481085134,-4.075188088742914,4,1
S000158,Song Title 158,Artist 58,Album 158,191.2912631977199,2017,128.95048587813199,-4.919539301432355,3,0
S000159,Song Title 159,Artist 59,Album 159,338.4649045835579,1996,127.98904346057023,-19.281226501568934,8,1
S000160,Song Title 160,Artist 60,Album 160,230.33493981577595,2020,106.92513156698092,-12.105312923103437,8,0
S000161,Song Title 161,Artist 61,Album 161,309.69174917807385,1996,120.13835990184117,-1.3838540536702055,4,0
S000162,Song Title 162,Artist 62,Album 162,310.0589132282684,2002,107.66145329150532,-17.485514620155477,9,1
S000163,Song Title 163,Artist 63,Album 163,280.73240522242753,2019,124.76791425119313,-5.258068991358975,3,0
S000164,Song Title 164,Artist 64,Album 164,147.0869310163225,1965,135.3540063327163,-0.5081637732934077,6,1
S000165,Song Title 165,Artist 65,Album 165,370.5907486767714,1998,140.9164567690858,-18.956027419100568,5,1
S000166,Song Title 166,Artist 66,Album 166,216.23401949152077,2015,123.89774310713113,-6.35612238746779,3,1
S000167,Song Title 167,Artist 67,Album 167,175.95555311995628,2022,146.5706480794478,-10.636917173979391,9,0
S000168,Song Title 168,Artist 68,Album 168,132.23254246642918,2005,76.9533659130607,-8.416494892505558,1,1
S000169,Song Title 169,Artist 69,Album 169,297.26788295647253,1983,85.43789890826862,-18.293173270313503,0,0
S000170,Song Title 170,Artist 70,Album 170,323.2693085526847,1970,158.2482004889124,-19.13986096266121,3,1
S000171,Song Title 171,Artist 71,Album 171,124.97634867835684,2021,98.70335734156981,-6.662666788981566,3,1
S000172,Song Title 172,Artist 72,Album 172,273.6279174897843,1972,62.74725899713443,-3.5338114035856414,0,1
S000173,Song Title 173,Artist 73,Album 173,187.94873255938137,1993,78.45493796016373,-4.359693301340656,5,0
S000174,Song Title 174,Artist 74,Album 174,313.55183712283497,1984,86.83373213955736,-9.123885442675252,3,0
S000175,Song Title 175,Artist 75,Album 175,172.30992870149743,1966,174.87874654735046,-18.002663577276437,0,1
S000176,Song Title 176,Artist 76,Album 176,327.2813214307398,2011,128.76497147170193,-6.239111123279724,0,1
S000177,Song Title 177,Artist 77,Album 177,236.02060389016123,1963,171.92768885715057,-15.162222328917082,0,0
S000178,Song Title 178,Artist 78,Album 178,401.01899662102034,2018,129.019602059595,-1.778625944652326,7,0
S000179,Song Title 179,Artist 79,Album 179,161.25628324379798,1967,117.52253281654221,-3.234692809085903,9,0
S000180,Song Title 180,Artist 80,Album 180,222.31990531507756,1979,97.64732294329153,-5.812340658252182,7,1
S000181,Song Title 181,Artist 81,Album 181,154.04205637217672,1988,132.76451333200507,-1.0230808833773928,1,0
S000182,Song Title 182,Artist 82,Album 182,397.4080854835688,2022,76.70376295410358,-19.37156356977454,10,1
S000183,Song Title 183,Artist 83,Album 183,383.2018060142943,2013,167.79139527512473,-5.2759914987847605,6,0
S000184,Song Title 184,Artist 84,Album 184,197.38248831454666,2012,159.51988861695406,-13.395144413271893,7,1
S000185,Song Title 185,Artist 85,Album 185,317.99521381025374,2010,98.10377374520844,-1.8786822862726957,7,1
S000186,Song Title 186,Artist 86,Album 186,365.16666006036473,2004,174.33570331215532,-14.666496066760448,10,1
S000187,Song Title 187,Artist 87,Album 187,286.56024347983873,2005,159.0240920898682,-5.50287001369966,9,0
S000188,Song Title 188,Artist 88,Album 188,278.89517350680194,1969,139.95682630020477,-2.4470596069843715,10,0
S000189,Song Title 189,Artist 89,Album 189,192.5556872701355,2002,74.61142933503298,-19.166863632346352,6,0
S000190,Song Title 190,Artist 90,Album 190,147.93083034176976,1993,117.38808276576867,-12.047048408159277,4,1
S000191,Song Title 191,Artist 91,Album 191,389.16472738599805,2016,120.73290658161011,-4.753819359561227,0,1
S000192,Song Title 192,Artist 92,Album 192,390.12541714899913,1985,87.90616300384562,-10.90162220984826,11,0
S000193,Song Title 193,Artist 93,Album 193,309.9304371819804,2000,69.59584732311623,-14.654947404128094,8,1
S000194,Song Title 194,Artist 94,Album 194,221.7089373146102,2008,153.20683565660312,-15.6038930235362,6,1
S000195,Song Title 195,Artist 95,Album 195,224.76287238379825,2017,74.64420625492741,-17.369634661672443,1,1
S000196,Song Title 196,Artist 96,Album 196,337.7867036610718,1962,131.31489006741296,-2.857408802874353,5,0
S000197,Song Title 197,Artist 97,Album 197,389.1330779857731,2015,172.37390086603926,-8.492891934968881,1,1
S000198,Song Title 198,Artist 98,Album 198,386.1259272795352,1965,165.1326231117651,-18.47230110017088,0,0
S000199,Song Title 199,Artist 99,Album 199,353.96266375728715,1964,93.33031484991133,-12.348393528587291,6,0
S000200,Song Title 200,Artist 0,Album 0,312.60949384628634,1964,162.17383650615184,-12.645326983897803,1,0
S000201,Song Title 201,Artist 1,Album 1,145.24198949851464,2013,60.039900734458726,-16.36521618581074,1,0
S000202,Song Title 202,Artist 2,Album 2,168.48861422838414,2006,62.12253715359087,-11.289847490556186,10,0
S000203,Song Title 203,Artist 3,Album 3,389.56625655812377,1982,132.3063796611438,-13.35801269213727,4,1
S000204,Song Title 204,Artist 4,Album 4,301.928717897877,2008,103.77578629734353,-13.16392589015635,4,0
S000205,Song Title 205,Artist 5,Album 5,122.7591154849889,1968,106.37530093909766,-5.219468844240826,6,0
S000206,Song Title 206,Artist 6,Album 6,150.44146285980963,1994,127.7329308814659,-15.534732289896073,0,0
S000207,Song Title 207,Artist 7,Album 7,319.05053073241675,1979,83.01389467102327,-7.162800822892892,7,1
S000208,Song Title 208,Artist 8,Album 8,121.51847515386561,2017,85.41064207985741,-8.587007522381302,2,1
S000209,Song Title 209,Artist 9,Album 9,168.2424154252496,2008,118.15219044226376,-8.638149753242654,3,1
S000210,Song Title 210,Artist 10,Album 10,284.62013680997586,2020,150.51042532126357,-6.739853077164481,8,1
S000211,Song Title 211,Artist 11,Album 11,327.56855930780796,2018,134.33973016891053,-9.032359276086922,3,0
S000212,Song Title 212,Artist 12,Album 12,315.58837785078015,2001,95.68260578842066,-2.414897703072306,9,0
S000213,Song Title 213,Artist 13,Album 13,187.28079283816794,1994,111.64046130107054,-6.488398160994803,11,1
S000214,Song Title 214,Artist 14,Album 14,333.65376640426075,2009,80.47977102599981,-9.060734972572238,4,1
S000215,Song Title 215,Artist 15,Album 15,191.17472624904002,1977,68.95557772044981,-3.404737594247102,6,1
S000216,Song Title 216,Artist 16,Album 16,217.61990944778032,2021,153.9235248892979,-7.877068701330405,3,1
S000217,Song Title 217,Artist 17,Album 17,343.9474215354072,1976,91.84648910258335,-14.17711504429642,0,0
S000218,Song Title 218,Artist 18,Album 18,314.88986971416443,1983,81.33196654214979,-15.858101636468575,8,1
S000219,Song Title 219,Artist 19,Album 19,374.7670231482534,1962,142.99416666831831,-16.953444286746425,3,1
S000220,Song Title 220,Artist 20,Album 20,317.283867690103,1991,134.1662009144623,-2.0108957490779673,8,1
S000221,Song Title 221,Artist 21,Album 21,290.4925810006415,1994,135.9827551216157,-5.797291364038683,5,1
S000222,Song Title 222,Artist 22,Album 22,148.10243034842773,1997,87.46735258159363,-1.2524312367135835,0,1
S000223,Song Title 223,Artist 23,Album 23,230.31474091783005,1972,87.91746462752172,-7.934163885701139,11,1
S000224,Song Title 224,Artist 24,Album 24,199.56071030451764,2015,86.4963155742767,-10.53198237010175,2,1
S000225,Song Title 225,Artist 25,Album 25,193.19689301372506,2020,80.85031147947534,-18.805670220582215,10,0
S000226,Song Title 226,Artist 26,Album 26,411.9031664257337,2006,138.68684070739874,-6.567154369079404,1,0
S000227,Song Title 227,Artist 27,Album 27,237.92931740002814,1984,161.76190622992817,-8.355824804635377,8,0
S000228,Song Title 228,Artist 28,Album 28,387.613966553134,1968,146.91809636119933,-0.1958221282475705,11,0
S000229,Song Title 229,Artist 29,Album 29,309.34158779917885,1963,155.05123605126516,-15.21682444435514,0,0
S000230,Song Title 230,Artist 30,Album 30,358.4433910624945,1973,108.57581149022397,-9.385252894263283,8,0
S000231,Song Title 231,Artist 31,Album 31,270.79112793155764,1996,138.48909544463976,-6.9808532976385465,8,1
S000232,Song Title 232,Artist 32,Album 32,293.07116538790774,1993,102.50834885337295,-7.1081765051531285,7,1
S000233,Song Title 233,Artist 33,Album 33,267.75530814565917,1970,123.0605546362368,-8.774129141031946,7,0
S000234,Song Title 234,Artist 34,Album 34,178.57289633941335,2000,117.79618158418347,-4.46143979345549,10,1
S000235,Song Title 235,Artist 35,Album 35,336.7356345784516,2015,81.22645741726252,-15.900375809463672,11,0
S000236,Song Title 236,Artist 36,Album 36,204.23170873225672,1962,106.44945124027569,-5.4874559945116825,0,1
S000237,Song Title 237,Artist 37,Album 37,127.29478992943615,2018,175.65867305788214,-7.605308571338217,10,1
S000238,Song Title 238,Artist 38,Album 38,313.64168877215036,1987,89.82963092579305,-2.0784977641085334,7,1
S000239,Song Title 239,Artist 39,Album 39,173.1332038221147,1988,76.05644835353864,-3.056111219328365,9,1
S000240,Song Title 240,Artist 40,Album 40,402.1375753058743,1968,110.22967459487224,-13.697059217348935,2,1
S000241,Song Title 241,Artist 41,Album 41,406.1785731007762,1962,154.84052830321775,-14.475253500496938,10,1
S000242,Song Title 242,Artist 42,Album 42,394.45931706613453,1984,129.85778757359668,-0.36693352295104376,6,0
S000243,Song Title 243,Artist 43,Album 43,231.0476100766333,1993,141.71697926858934,-9.45469638169487,10,0
S000244,Song Title 244,Artist 44,Album 44,124.63698495866024,1971,82.76338178096125,-1.8715807217112648,0,1
S000245,Song Title 245,Artist 45,Album 45,398.4955687763176,2001,134.2737831609266,-16.722379524390355,0,0
S000246,Song Title 246,Artist 46,Album 46,248.4552444951943,1968,98.82004738937685,-7.143621703996514,9,1
S000247,Song Title 247,Artist 47,Album 47,409.99644571310085,1974,160.11640391457212,-3.8027962527882764,4,0
S000248,Song Title 248,Artist 48,Album 48,409.08599312677586,1999,135.51585672128834,-1.0520950082710634,4,1
S000249,Song Title 249,Artist 49,Album 49,375.902836640208,1984,83.86275333303551,-13.25319717965953,7,0
S000250,Song Title 250,Artist 50,Album 50,208.3346676208757,1964,67.75400158129034,-5.500376601518951,6,1
S000251,Song Title 251,Artist 51,Album 51,235.52931858057758,1970,65.11598511444393,-9.22373981920762,7,0
S000252,Song Title 252,Artist 52,Album 52,375.34100145505704,2018,104.56902811801689,-18.787421478670637,5,1
S000253,Song Title 253,Artist 53,Album 53,215.0766015468833,1993,91.90213639851763,-6.200005253821132,5,0
S000254,Song Title 254,Artist 54,Album 54,170.84782400582776,1983,137.53081481550095,-6.198068835243131,1,1
S000255,Song Title 255,Artist 55,Album 55,287.0403787375051,2019,119.9200601974342,-1.3878639030692597,5,1
S000256,Song Title 256,Artist 56,Album 56,400.8464322482343,1974,91.92231336064569,-10.053751076620552,4,1
